Id,Label,Group,Attribute
2659,moisten,word,1
2660,buildings,word,8
2661,cigarettes,word,3
2662,featured,word,3
2663,highfrequency,word,1
2664,waves,word,36
2665,nicotine,word,5
2666,vapouriser,word,1
2667,built,word,4
2668,nozzle,word,1
2669,electric,word,3
2670,omit,word,1
2671,kind,word,1
2672,vaporizer,word,1
2673,absorbent,word,1
2674,material,word,2
2675,impregnated,word,1
2676,nebulization,word,1
2677,spraying,word,1
2678,outsprayed,word,1
2679,highspeed,word,1
2680,stream,word,3
2681,passes,word,1
2682,channels,word,3
2683,amplitude,word,2
2684,neural,word,2
2685,oscillations,word,2
2686,hertz,word,1
2687,electroencephalography,word,3
2688,eeg,word,10
2689,stage,word,18
2690,nrem,word,3
2691,slowwave,word,7
2692,sws,word,2
2693,aid,word,4
2694,characterizing,word,1
2695,suppression,word,2
2696,inability,word,5
2697,rejuvenation,word,1
2698,revitalization,word,1
2699,grey,word,3
2700,walter,word,3
2701,hans,word,1
2702,bergers,word,1
2703,electroencephalograph,word,1
2704,machine,word,2
2705,alpha,word,3
2706,quantified,word,2
2707,quantitative,word,1
2708,originally,word,5
2709,defined,word,7
2710,classifications,word,2
2711,boundaries,word,2
2712,slowest,word,1
2713,brainwaves,word,1
2714,slower,word,1
2715,begin,word,6
2716,appear,word,4
2717,spectral,word,1
2718,dominated,word,2
2719,stages,word,8
2720,recently,word,3
2721,collectively,word,3
2722,referred,word,6
2723,account,word,4
2724,mammals,word,1
2725,phenomenon,word,2
2726,kcomplex,word,1
2727,kcomplexes,word,1
2728,immediately,word,3
2729,precede,word,1
2730,frontal,word,2
2731,firda,word,1
2732,temporal,word,6
2733,tirda,word,1
2734,occipital,word,1
2735,oirda,word,1
2736,females,word,4
2737,mammal,word,1
2738,citation,word,2
2739,discrepancy,word,1
2740,adulthood,word,4
2741,males,word,3
2742,agerelated,word,1
2743,reductions,word,2
2744,thalamus,word,2
2745,cortex,word,2
2746,coordination,word,1
2747,reticular,word,1
2748,suprachiasmatic,word,1
2749,nuclei,word,1
2750,regulate,word,1
2751,lesions,word,3
2752,area,word,27
2753,disruptions,word,8
2754,show,word,7
2755,lateralization,word,1
2756,right,word,4
2757,hemisphere,word,2
2758,dominance,word,2
2759,ttype,word,1
2760,inhibited,word,1
2761,gammaaminobutyric,word,2
2762,gaba,word,4
2763,stimulates,word,2
2764,hormones,word,1
2765,hormone,word,8
2766,ghrh,word,2
2767,prolactin,word,1
2768,prl,word,2
2769,hypothalamus,word,1
2770,pituitary,word,3
2771,secretion,word,1
2772,thyroid,word,3
2773,stimulating,word,2
2774,tsh,word,1
2775,deltawave,word,3
2776,great,word,5
2777,deal,word,1
2778,deltawaves,word,1
2779,waveforms,word,1
2780,analysis,word,6
2781,waking,word,3
2782,newborn,word,1
2783,infant,word,2
2784,indicates,word,2
2785,fiveyearolds,word,1
2786,declines,word,1
2787,adolescence,word,1
2788,ages,word,3
2789,lifespan,word,1
2790,decline,word,5
2791,midforties,word,1
2792,entirely,word,1
2793,incidence,word,3
2794,older,word,7
2795,incidences,word,1
2796,regional,word,8
2797,cerebral,word,2
2798,wide,word,5
2799,array,word,1
2800,decreases,word,3
2801,manifest,word,1
2802,spectrum,word,2
2803,nutrient,word,1
2804,metabolism,word,7
2805,alteration,word,1
2806,diagnosed,word,6
2807,dementia,word,2
2808,schizophrenia,word,7
2809,lowvoltage,word,2
2810,irregular,word,4
2811,association,word,8
2812,indicative,word,1
2813,earlystage,word,1
2814,cerebrovascular,word,1
2815,parasomnias,word,2
2816,category,word,4
2817,walking,word,1
2818,talking,word,1
2819,walkers,word,1
2820,hypersynchronous,word,2
2821,hsd,word,2
2822,spent,word,1
2823,healthy,word,4
2824,highvoltage,word,1
2825,eegs,word,1
2826,terrors,word,1
2827,confusional,word,1
2828,arousals,word,1
2829,deprivation,word,1
2830,recovery,word,2
2831,parkinsons,word,2
2832,disrupted,word,3
2833,rotigotine,word,1
2834,close,word,5
2835,negative,word,3
2836,observed,word,1
2837,secreted,word,1
2838,hypoglycemia,word,1
2839,occurring,word,7
2840,disrupt,word,1
2841,lobe,word,3
2842,diabetic,word,1
2843,fibromyalgia,word,1
2844,unrefreshing,word,1
2845,moldovsky,word,1
2846,interrupted,word,2
2847,depriving,word,1
2848,induced,word,2
2849,alcoholism,word,1
2850,increasing,word,7
2851,rem,word,2
2852,men,word,6
2853,influences,word,1
2854,architecture,word,1
2855,persist,word,1
2856,abstinence,word,1
2857,seizurelike,word,1
2858,locate,word,1
2859,epilepsy,word,2
2860,neurofeedback,word,1
2861,intrusion,word,1
2862,dreaming,word,2
2863,though,word,14
2864,sleepcitation,word,1
2865,apparently,word,2
2866,iteration,word,1
2867,purported,word,1
2868,declarative,word,1
2869,explicit,word,1
2870,disrupting,word,1
2871,alter,word,1
2872,diets,word,1
2873,carbohydrates,word,1
2874,ketogenic,word,1
2875,diet,word,4
2876,naproxen,word,55
2877,aleve,word,4
2878,nonsteroidal,word,6
2879,antiinflammatory,word,11
2880,nsaid,word,6
2881,menstrual,word,2
2882,cramps,word,3
2883,rheumatoid,word,2
2884,arthritis,word,3
2885,gout,word,2
2886,formulations,word,6
2887,hour,word,1
2888,lasts,word,1
2889,sodium,word,11
2890,bruising,word,2
2891,allergic,word,1
2892,heartburn,word,2
2893,stomach,word,10
2894,stroke,word,2
2895,bleeding,word,9
2896,ulcers,word,6
2897,nsaids,word,15
2898,third,word,5
2899,trimester,word,2
2900,nonselective,word,5
2901,cox,word,7
2902,exert,word,1
2903,mediators,word,1
2904,prostaglandins,word,2
2905,metabolized,word,3
2906,liver,word,8
2907,inactive,word,2
2908,metabolites,word,5
2909,generic,word,8
2910,naproxens,word,3
2911,inflammation,word,2
2912,feverreducing,word,1
2913,antipyretic,word,4
2914,properties,word,6
2915,migraine,word,1
2916,osteoarthritis,word,2
2917,stones,word,1
2918,psoriatic,word,1
2919,ankylosing,word,1
2920,spondylitis,word,1
2921,tendinitis,word,1
2922,bursitis,word,1
2923,bridge,word,3
2924,medicationoveruse,word,1
2925,extended,word,6
2926,enteric,word,1
2927,coated,word,1
2928,desired,word,2
2929,desirable,word,1
2930,avoided,word,3
2931,vascular,word,2
2932,renal,word,22
2933,excreted,word,3
2934,breast,word,2
2935,milk,word,2
2936,uncommon,word,1
2937,breastfed,word,1
2938,rash,word,1
2939,endstage,word,3
2940,legs,word,1
2941,updated,word,2
2942,unborn,word,1
2943,babies,word,1
2944,amniotic,word,2
2945,pregnant,word,2
2946,weeks,word,3
2947,noncox,word,1
2948,diarrhea,word,1
2949,bowel,word,1
2950,consult,word,1
2951,doctor,word,2
2952,boxed,word,1
2953,warnings,word,1
2954,ulceration,word,2
2955,ibuprofen,word,6
2956,lowrisk,word,1
2957,indometacin,word,1
2958,highrisk,word,1
2959,protonpump,word,1
2960,preexisting,word,1
2961,linked,word,6
2962,events,word,7
2963,infarctions,word,2
2964,smallest,word,1
2965,overall,word,4
2966,roughly,word,2
2967,highdose,word,2
2968,nearcomplete,word,1
2969,platelet,word,2
2970,thromboxane,word,1
2971,dosing,word,3
2972,cvd,word,1
2973,nonaspirin,word,1
2974,regimens,word,1
2975,transient,word,1
2976,definite,word,1
2977,hazard,word,1
2978,conversely,word,2
2979,interact,word,1
2980,antidepressants,word,5
2981,lithium,word,1
2982,methotrexate,word,1
2983,probenecid,word,1
2984,warfarin,word,1
2985,thinners,word,1
2986,diuretics,word,1
2987,steroid,word,1
2988,prednisone,word,1
2989,interfere,word,1
2990,together,word,4
2991,contraindicated,word,1
2992,ssris,word,7
2993,concomitant,word,2
2994,consumption,word,1
2995,dosedependent,word,1
2996,manner,word,1
2997,drinkers,word,1
2998,reversibly,word,2
2999,inhibiting,word,4
3000,coxib,word,1
3001,minor,word,3
3002,substrate,word,1
3003,cypa,word,2
3004,cypc,word,6
3005,extensively,word,1
3006,odesmethylnaproxen,word,1
3007,parent,word,2
3008,desmethyl,word,1
3009,metabolite,word,3
3010,undergo,word,3
3011,respective,word,1
3012,acylglucuronide,word,1
3013,conjugated,word,1
3014,reaches,word,5
3015,hoursclarification,word,1
3016,pharmacogenetics,word,1
3017,understand,word,1
3018,pharmacokinetic,word,1
3019,failed,word,2
3020,differences,word,3
3021,experiencing,word,9
3022,bleed,word,1
3023,drugmetabolizing,word,1
3024,enzyme,word,7
3025,clearing,word,1
3026,relationship,word,4
3027,genotype,word,1
3028,nsaidinduced,word,2
3029,bleeds,word,2
3030,genetic,word,9
3031,clearance,word,1
3032,homozygous,word,1
3033,defective,word,1
3034,member,word,2
3035,arylpropionic,word,1
3036,profen,word,1
3037,free,word,11
3038,odorless,word,1
3039,offwhite,word,1
3040,crystalline,word,1
3041,substancecitation,word,1
3042,practically,word,1
3043,insoluble,word,1
3044,salts,word,2
3045,freely,word,2
3046,sparingly,word,1
3047,check,word,1
3048,melting,word,2
3049,point,word,6
3050,tend,word,8
3051,pointscitation,word,1
3052,industrially,word,1
3053,syntex,word,2
3054,starting,word,2
3055,naphthol,word,1
3056,follows,word,2
3057,marketed,word,7
3058,accord,word,1
3059,anaprox,word,2
3060,antalgin,word,1
3061,apranax,word,1
3062,feminax,word,2
3063,ultra,word,2
3064,flanax,word,1
3065,inza,word,1
3066,maxidol,word,1
3067,nalgesin,word,1
3068,naposin,word,1
3069,naprelan,word,1
3070,naprogesic,word,1
3071,naprosyn,word,2
3072,narocin,word,1
3073,pronaxen,word,1
3074,proxen,word,1
3075,soproxen,word,1
3076,naproxenesomeprazole,word,1
3077,magnesium,word,1
3078,vimovo,word,1
3079,worldcitation,word,1
3080,overthecounter,word,1
3081,otc,word,6
3082,bayer,word,1
3083,store,word,6
3084,packets,word,1
3085,dysmenorrhoea,word,1
3086,drugstores,word,1
3087,pharmacies,word,5
3088,provinces,word,1
3089,quebec,word,1
3090,newfoundland,word,1
3091,labrador,word,1
3092,subsequently,word,3
3093,prosecution,word,1
3094,industrial,word,2
3095,biotest,word,1
3096,ibt,word,1
3097,fraudulent,word,1
3098,passed,word,4
3099,testingcitation,word,1
3100,groundwater,word,1
3101,drinking,word,1
3102,invertebrates,word,1
3103,fungi,word,1
3104,algae,word,1
3105,bacteria,word,2
3106,fishes,word,1
3107,thoroughly,word,1
3108,removed,word,1
3109,environment,word,1
3110,successfully,word,2
3111,wastewater,word,1
3112,metalorganic,word,1
3113,complexes,word,2
3114,porous,word,1
3115,acutely,word,1
3116,sublethal,word,1
3117,photosynthetic,word,1
3118,antiviral,word,1
3119,influenza,word,1
3120,blocks,word,7
3121,rnabinding,word,1
3122,groove,word,1
3123,nucleoprotein,word,1
3124,virus,word,1
3125,preventing,word,3
3126,ribonucleoprotein,word,1
3127,complexthus,word,1
3128,viral,word,1
3129,nucleoproteins,word,1
3130,horses,word,3
3131,margin,word,2
3132,myositis,word,1
3133,phenylbutazone,word,3
3134,good,word,6
3135,equine,word,1
3136,rhabdomyolysis,word,2
3137,breakdown,word,4
3138,diseasemedical,word,1
3139,cambridge,word,196
3140,kembrd,word,1
3141,kaymbrij,word,1
3142,city,word,98
3143,nonmetropolitan,word,2
3144,district,word,7
3145,county,word,10
3146,cambridgeshire,word,24
3147,england,word,13
3148,town,word,29
3149,located,word,18
3150,river,word,13
3151,cam,word,5
3152,miles,word,6
3153,london,word,19
3154,census,word,6
3155,builtup,word,2
3156,extends,word,1
3157,outside,word,12
3158,council,word,12
3159,trading,word,4
3160,centre,word,33
3161,roman,word,6
3162,viking,word,3
3163,archaeological,word,2
3164,settlement,word,6
3165,bronze,word,1
3166,charters,word,1
3167,granted,word,7
3168,century,word,12
3169,officially,word,1
3170,conferred,word,1
3171,founded,word,6
3172,consistently,word,2
3173,ranks,word,1
3174,universities,word,3
3175,kings,word,14
3176,chapel,word,6
3177,cavendish,word,2
3178,library,word,6
3179,libraries,word,4
3180,citys,word,15
3181,skyline,word,1
3182,spire,word,1
3183,lady,word,2
3184,martyrs,word,2
3185,church,word,21
3186,chimney,word,1
3187,addenbrookes,word,6
3188,anglia,word,12
3189,ruskin,word,10
3190,evolved,word,2
3191,school,word,21
3192,art,word,6
3193,arts,word,6
3194,campus,word,5
3195,hightechnology,word,1
3196,silicon,word,3
3197,fen,word,4
3198,cluster,word,1
3199,contains,word,11
3200,industries,word,3
3201,software,word,2
3202,bioscience,word,1
3203,startup,word,1
3204,companies,word,5
3205,born,word,3
3206,cent,word,1
3207,workforce,word,1
3208,qualification,word,2
3209,twice,word,3
3210,biomedical,word,3
3211,clusters,word,1
3212,headquarters,word,4
3213,astrazeneca,word,1
3214,relocated,word,2
3215,royal,word,3
3216,papworth,word,1
3217,laws,word,5
3218,game,word,6
3219,football,word,13
3220,site,word,11
3221,held,word,17
3222,parkers,word,5
3223,piece,word,6
3224,strawberry,word,2
3225,fair,word,8
3226,festival,word,19
3227,midsummer,word,6
3228,beer,word,2
3229,takes,word,4
3230,jesus,word,5
3231,green,word,10
3232,adjacent,word,2
3233,roads,word,2
3234,settlements,word,2
3235,existed,word,1
3236,prehistoric,word,1
3237,earliest,word,2
3238,occupation,word,2
3239,yearold,word,1
3240,farmstead,word,1
3241,fitzwilliam,word,3
3242,iron,word,1
3243,castle,word,10
3244,hill,word,6
3245,perhaps,word,1
3246,cultural,word,3
3247,southeastern,word,1
3248,britain,word,5
3249,arrival,word,2
3250,belgae,word,1
3251,fort,word,2
3252,castrum,word,1
3253,duroliponte,word,1
3254,northwest,word,3
3255,earlier,word,4
3256,village,word,8
3257,bounded,word,1
3258,sides,word,2
3259,lines,word,3
3260,mount,word,1
3261,pleasant,word,1
3262,continuing,word,1
3263,huntingdon,word,2
3264,road,word,21
3265,clare,word,2
3266,street,word,8
3267,eastern,word,4
3268,magrath,word,1
3269,avenue,word,1
3270,southern,word,4
3271,running,word,3
3272,chesterton,word,7
3273,lane,word,7
3274,kettles,word,2
3275,yard,word,3
3276,turning,word,2
3277,honey,word,1
3278,constructed,word,2
3279,converted,word,1
3280,civilian,word,1
3281,farmsteads,word,1
3282,newnham,word,3
3283,withdrawal,word,10
3284,abandoned,word,1
3285,britons,word,2
3286,cair,word,1
3287,grauth,word,1
3288,nennius,word,1
3289,exists,word,3
3290,invading,word,1
3291,anglosaxons,word,1
3292,occupying,word,1
3293,end,word,10
3294,grantebrycge,word,1
3295,grantabridge,word,1
3296,middle,word,4
3297,cambridg,word,1
3298,koe,word,1
3299,deriving,word,1
3300,camboricum,word,1
3301,meaning,word,5
3302,ford,word,1
3303,stretches,word,1
3304,granta,word,1
3305,match,word,2
3306,anglosaxon,word,2
3307,grave,word,1
3308,goods,word,2
3309,period,word,11
3310,benefited,word,1
3311,trade,word,6
3312,links,word,2
3313,hardtotravel,word,1
3314,fenlands,word,1
3315,bede,word,1
3316,ruined,word,1
3317,burial,word,1
3318,thelthryth,word,1
3319,etheldreda,word,1
3320,sat,word,1
3321,east,word,19
3322,anglian,word,3
3323,kingdoms,word,2
3324,expanded,word,4
3325,chronicle,word,1
3326,vikings,word,1
3327,arrived,word,1
3328,imposed,word,1
3329,danelaw,word,1
3330,vigorous,word,1
3331,habits,word,1
3332,towns,word,8
3333,shifted,word,1
3334,bank,word,2
3335,quayside,word,1
3336,saxons,word,1
3337,enjoyed,word,2
3338,return,word,3
3339,building,word,10
3340,churches,word,3
3341,benets,word,1
3342,wharves,word,1
3343,merchant,word,2
3344,houses,word,2
3345,mint,word,1
3346,coins,word,2
3347,abbreviated,word,1
3348,grant,word,2
3349,norman,word,1
3350,conquest,word,1
3351,william,word,3
3352,conqueror,word,1
3353,erected,word,1
3354,motte,word,1
3355,survives,word,1
3356,rest,word,2
3357,conquered,word,1
3358,fell,word,2
3359,king,word,7
3360,deputies,word,1
3361,cambridges,word,11
3362,charter,word,7
3363,henry,word,5
3364,monopoly,word,2
3365,waterborne,word,1
3366,hithe,word,1
3367,tolls,word,1
3368,recognised,word,1
3369,borough,word,1
3370,court,word,3
3371,distinctive,word,1
3372,round,word,1
3373,dates,word,2
3374,oxford,word,6
3375,students,word,5
3376,fleeing,word,1
3377,hostility,word,1
3378,oldest,word,2
3379,peterhouse,word,1
3380,jewish,word,5
3381,centred,word,1
3382,saints,word,1
3383,jewry,word,1
3384,synagogue,word,4
3385,stood,word,2
3386,nearby,word,3
3387,eleanor,word,1
3388,provence,word,1
3389,expelled,word,1
3390,jews,word,2
3391,dower,word,1
3392,lands,word,2
3393,relocate,word,1
3394,norwich,word,3
3395,records,word,2
3396,survive,word,2
3397,scholars,word,2
3398,hall,word,4
3399,impacted,word,1
3400,wiped,word,1
3401,depopulation,word,1
3402,letter,word,1
3403,bishop,word,1
3404,ely,word,5
3405,parishes,word,1
3406,merged,word,1
3407,fill,word,2
3408,clergy,word,2
3409,colleges,word,11
3410,established,word,4
3411,train,word,2
3412,clergymen,word,1
3413,namely,word,2
3414,gonville,word,1
3415,trinity,word,3
3416,corpus,word,1
3417,christi,word,1
3418,revised,word,1
3419,effected,word,1
3420,diminution,word,1
3421,liberties,word,1
3422,participation,word,1
3423,peasants,word,1
3424,revolt,word,1
3425,transferred,word,2
3426,supervision,word,1
3427,baking,word,1
3428,brewing,word,1
3429,weights,word,1
3430,forestalling,word,1
3431,regrating,word,1
3432,phases,word,1
3433,succession,word,1
3434,intertwined,word,1
3435,wars,word,1
3436,roses,word,1
3437,completed,word,1
3438,reign,word,1
3439,viii,word,1
3440,synonymous,word,1
3441,logo,word,1
3442,repeated,word,6
3443,outbreaks,word,1
3444,pestilence,word,1
3445,sanitation,word,1
3446,fresh,word,1
3447,brought,word,4
3448,construction,word,3
3449,hobsons,word,1
3450,conduit,word,1
3451,nine,word,4
3452,foot,word,1
3453,gog,word,1
3454,magog,word,1
3455,hills,word,4
3456,southeast,word,1
3457,played,word,5
3458,civil,word,3
3459,war,word,6
3460,counties,word,2
3461,organisation,word,1
3462,administering,word,1
3463,army,word,3
3464,mainstay,word,1
3465,parliamentarian,word,1
3466,parliament,word,2
3467,oliver,word,1
3468,cromwell,word,1
3469,educated,word,1
3470,sidney,word,1
3471,sussex,word,1
3472,fortified,word,1
3473,garrisoned,word,1
3474,troops,word,1
3475,bridges,word,1
3476,destroyed,word,1
3477,defence,word,3
3478,royalist,word,1
3479,came,word,4
3480,defences,word,1
3481,garrison,word,1
3482,expectancy,word,1
3483,agricultural,word,3
3484,inclosure,word,1
3485,enabled,word,2
3486,surrounding,word,4
3487,open,word,8
3488,fields,word,1
3489,cherry,word,8
3490,hinton,word,8
3491,trumpington,word,6
3492,railway,word,14
3493,resistance,word,2
3494,opening,word,1
3495,railways,word,2
3496,line,word,12
3497,station,word,22
3498,restrict,word,1
3499,travel,word,4
3500,undergraduates,word,2
3501,employment,word,2
3502,areas,word,7
3503,romsey,word,3
3504,rail,word,3
3505,link,word,4
3506,stimulated,word,1
3507,heavier,word,1
3508,brick,word,1
3509,cement,word,1
3510,malt,word,1
3511,estates,word,3
3512,hedges,word,4
3513,arbury,word,3
3514,archbishop,word,1
3515,rowan,word,1
3516,williams,word,8
3517,lived,word,3
3518,worked,word,3
3519,assistant,word,2
3520,priest,word,1
3521,raf,word,1
3522,training,word,7
3523,norfolk,word,2
3524,suffolk,word,1
3525,essex,word,1
3526,huntingdonshire,word,1
3527,hertfordshire,word,2
3528,bedfordshire,word,1
3529,conflict,word,2
3530,escaped,word,1
3531,lightly,word,1
3532,german,word,1
3533,bombing,word,1
3534,raids,word,1
3535,targeted,word,1
3536,killed,word,9
3537,historic,word,5
3538,damaged,word,2
3539,secret,word,2
3540,meeting,word,6
3541,leaders,word,1
3542,laid,word,1
3543,foundation,word,4
3544,allied,word,1
3545,invasion,word,1
3546,served,word,6
3547,evacuation,word,1
3548,parts,word,5
3549,recognition,word,1
3550,economic,word,1
3551,success,word,2
3552,cathedral,word,1
3553,traditionally,word,1
3554,prerequisite,word,1
3555,falling,word,1
3556,diocese,word,4
3557,shopping,word,3
3558,arcade,word,2
3559,bradwells,word,1
3560,opened,word,14
3561,drummer,word,1
3562,demolished,word,2
3563,arcades,word,1
3564,lion,word,1
3565,housed,word,3
3566,grafton,word,1
3567,victorian,word,2
3568,housing,word,4
3569,stock,word,2
3570,fallen,word,1
3571,disrepair,word,1
3572,kite,word,1
3573,project,word,4
3574,controversial,word,1
3575,gained,word,1
3576,polytechnic,word,2
3577,renamed,word,2
3578,institution,word,2
3579,origins,word,1
3580,john,word,4
3581,six,word,5
3582,districts,word,2
3583,covers,word,3
3584,urban,word,4
3585,suburbs,word,3
3586,extend,word,1
3587,councils,word,1
3588,guildhall,word,2
3589,square,word,1
3590,permitted,word,1
3591,appointment,word,1
3592,mayor,word,5
3593,harvey,word,1
3594,fitzeustace,word,1
3595,councillors,word,2
3596,elect,word,1
3597,annually,word,4
3598,electoral,word,1
3599,wards,word,2
3600,abbey,word,5
3601,coleridge,word,3
3602,petersfield,word,2
3603,queen,word,2
3604,ediths,word,2
3605,west,word,15
3606,election,word,3
3607,labour,word,4
3608,retained,word,1
3609,elects,word,1
3610,services,word,12
3611,highways,word,1
3612,peterborough,word,3
3613,authority,word,4
3614,led,word,2
3615,elected,word,4
3616,represented,word,4
3617,leader,word,1
3618,parliamentary,word,1
3619,constituency,word,3
3620,zeichner,word,1
3621,seat,word,3
3622,conservatives,word,1
3623,liberal,word,1
3624,democrats,word,1
3625,returning,word,1
3626,ward,word,2
3627,pippa,word,1
3628,heylings,word,1
3629,lib,word,1
3630,dems,word,1
3631,formerly,word,7
3632,seats,word,2
3633,house,word,7
3634,commons,word,1
3635,sir,word,1
3636,isaac,word,2
3637,newton,word,2
3638,notable,word,4
3639,mps,word,1
3640,abolished,word,1
3641,legislation,word,1
3642,ceased,word,1
3643,dissolution,word,1
3644,constituencies,word,1
3645,situated,word,1
3646,northbyeast,word,1
3647,kilometres,word,1
3648,birmingham,word,2
3649,lowlying,word,3
3650,terrain,word,1
3651,fens,word,2
3652,varies,word,2
3653,metres,word,1
3654,sea,word,1
3655,historically,word,2
3656,surrounded,word,1
3657,wetlands,word,1
3658,drained,word,2
3659,geology,word,1
3660,gault,word,1
3661,clay,word,2
3662,chalk,word,1
3663,marl,word,2
3664,locally,word,1
3665,greensand,word,1
3666,partly,word,2
3667,overlaid,word,1
3668,terrace,word,1
3669,gravel,word,1
3670,layer,word,1
3671,phosphatic,word,1
3672,nodules,word,1
3673,coprolites,word,1
3674,mined,word,1
3675,fertiliser,word,1
3676,industry,word,2
3677,profits,word,1
3678,yielded,word,1
3679,corn,word,4
3680,fulbourn,word,1
3681,johns,word,4
3682,quarries,word,1
3683,competition,word,1
3684,flows,word,1
3685,grantchester,word,2
3686,southwest,word,2
3687,bordered,word,1
3688,meadows,word,2
3689,sheeps,word,2
3690,residential,word,1
3691,modernday,word,1
3692,highdensity,word,1
3693,mostly,word,3
3694,commercial,word,2
3695,pedestrianised,word,1
3696,developments,word,4
3697,accordia,word,1
3698,schemes,word,2
3699,kneighton,word,1
3700,formally,word,1
3701,farm,word,1
3702,darwin,word,2
3703,niab,word,4
3704,universityled,word,1
3705,eddington,word,1
3706,covered,word,1
3707,quality,word,2
3708,implemented,word,1
3709,nitrogen,word,2
3710,atmosphere,word,1
3711,oceanic,word,1
3712,climate,word,2
3713,kppen,word,1
3714,cfb,word,1
3715,weather,word,3
3716,observing,word,1
3717,botanic,word,7
3718,garden,word,8
3719,mile,word,1
3720,digital,word,1
3721,universitys,word,2
3722,computer,word,2
3723,science,word,8
3724,maintains,word,2
3725,displaying,word,1
3726,browsers,word,1
3727,app,word,1
3728,archive,word,1
3729,dating,word,1
3730,maritime,word,1
3731,influenced,word,1
3732,gulf,word,1
3733,driest,word,2
3734,region,word,2
3735,rainfall,word,1
3736,averages,word,3
3737,rain,word,1
3738,semiarid,word,1
3739,precipitation,word,3
3740,wettest,word,1
3741,snowfall,word,1
3742,accumulations,word,1
3743,elevation,word,1
3744,transitional,word,1
3745,snow,word,1
3746,inland,word,3
3747,easterly,word,1
3748,isles,word,1
3749,summer,word,6
3750,temperatures,word,2
3751,rival,word,2
3752,absolute,word,2
3753,stands,word,2
3754,date,word,1
3755,alltime,word,1
3756,recording,word,1
3757,warmest,word,1
3758,averaging,word,1
3759,minimum,word,3
3760,defunct,word,1
3761,observatory,word,1
3762,frosts,word,1
3763,coldest,word,1
3764,night,word,3
3765,frost,word,1
3766,sunshine,word,1
3767,locations,word,1
3768,interest,word,3
3769,sssis,word,1
3770,pit,word,4
3771,travellers,word,1
3772,nature,word,5
3773,reserves,word,1
3774,lnrs,word,1
3775,coe,word,1
3776,coldhams,word,4
3777,stourbridge,word,2
3778,byrons,word,1
3779,pool,word,2
3780,paradise,word,1
3781,barnwell,word,3
3782,logans,word,1
3783,meadow,word,1
3784,enclosed,word,1
3785,belt,word,2
3786,planning,word,4
3787,policy,word,2
3788,formalised,word,1
3789,tracts,word,1
3790,exist,word,1
3791,fringes,word,1
3792,boundary,word,1
3793,helping,word,1
3794,space,word,2
3795,sprawl,word,1
3796,unplanned,word,1
3797,expansion,word,1
3798,protecting,word,1
3799,outlying,word,1
3800,villages,word,2
3801,convergence,word,1
3802,contiguous,word,1
3803,term,word,8
3804,residents,word,4
3805,postgraduates,word,1
3806,overseas,word,1
3807,proportion,word,3
3808,paid,word,1
3809,professional,word,3
3810,managerial,word,1
3811,jobs,word,2
3812,manual,word,2
3813,workers,word,1
3814,higherlevel,word,1
3815,diploma,word,1
3816,masters,word,1
3817,phd,word,1
3818,uks,word,1
3819,unequal,word,1
3820,income,word,2
3821,evenly,word,1
3822,earners,word,1
3823,accounting,word,1
3824,gini,word,1
3825,coefficient,word,1
3826,parish,word,1
3827,land,word,2
3828,connections,word,3
3829,meant,word,2
3830,privileging,word,1
3831,economy,word,3
3832,provided,word,4
3833,fairs,word,2
3834,visited,word,1
3835,merchants,word,1
3836,boats,word,1
3837,navigation,word,1
3838,thereof,word,1
3839,firkins,word,1
3840,butter,word,1
3841,monday,word,1
3842,northeast,word,1
3843,unloaded,word,1
3844,transportation,word,1
3845,distribution,word,11
3846,advent,word,1
3847,diverse,word,1
3848,sectors,word,1
3849,consultancy,word,1
3850,engineering,word,1
3851,creative,word,1
3852,tourism,word,2
3853,beautiful,word,1
3854,forbes,word,1
3855,view,word,2
3856,backs,word,1
3857,selected,word,1
3858,greatest,word,3
3859,trust,word,4
3860,chair,word,1
3861,simon,word,5
3862,jenkins,word,1
3863,surrounds,word,1
3864,allusion,word,1
3865,valley,word,2
3866,density,word,1
3867,hightech,word,1
3868,businesses,word,2
3869,incubators,word,1
3870,parks,word,2
3871,leased,word,1
3872,spun,word,1
3873,park,word,7
3874,landlord,word,1
3875,abcam,word,1
3876,csr,word,1
3877,arm,word,1
3878,camsemi,word,1
3879,jagex,word,1
3880,sinclair,word,1
3881,microsoft,word,3
3882,offices,word,1
3883,reading,word,1
3884,pye,word,3
3885,ltd,word,2
3886,supplying,word,1
3887,specialised,word,2
3888,wireless,word,1
3889,telegraphy,word,1
3890,equipment,word,3
3891,radios,word,1
3892,televisions,word,1
3893,tetra,word,1
3894,radio,word,4
3895,manufacturer,word,3
3896,sepura,word,1
3897,business,word,5
3898,marshall,word,2
3899,aerospace,word,2
3900,edge,word,2
3901,keeps,word,1
3902,airport,word,4
3903,scheduled,word,1
3904,flights,word,1
3905,aircraft,word,1
3906,maintenance,word,1
3907,stansted,word,2
3908,broad,word,1
3909,international,word,3
3910,destinations,word,1
3911,lies,word,2
3912,fairly,word,1
3913,flat,word,1
3914,cycle,word,3
3915,travelled,word,1
3916,bike,word,1
3917,week,word,5
3918,trains,word,4
3919,run,word,8
3920,lynn,word,2
3921,breckland,word,1
3922,leicester,word,1
3923,stevenage,word,1
3924,ipswich,word,1
3925,brighton,word,2
3926,gatwick,word,1
3927,termini,word,1
3928,liverpool,word,1
3929,pancras,word,2
