Id,Label,Group,Attribute
2708,subcutaneous,word,12
2709,impaired,word,17
2710,behavioral,word,7
2711,buprenorphine,word,16
2712,methadone,word,259
2713,naltrexone,word,19
2714,alder,word,5
2715,wright,word,10
2716,ton,word,6
2717,sugar,word,13
2718,caffeine,word,22
2719,bayer,word,26
2720,trade,word,92
2721,stem,word,12
2722,shortterm,word,18
2723,addict,word,23
2724,myocardial,word,5
2725,infarction,word,5
2726,terminal,word,25
2727,caesarean,word,11
2728,minimum,word,23
2729,supplemental,word,5
2730,driver,word,6
2731,nose,word,7
2732,traditionally,word,17
2733,cohort,word,7
2734,participant,word,25
2735,enrol,word,9
2736,maintenance,word,55
2737,clinic,word,24
2738,controversial,word,12
2739,enrollment,word,16
2740,apparent,word,15
2741,twice,word,19
2742,supervision,word,11
2743,referendum,word,17
2744,voter,word,14
2745,ordinance,word,10
2746,dutch,word,30
2747,able,word,34
2748,danish,word,6
2749,substitution,word,11
2750,massive,word,14
2751,largescale,word,5
2752,amend,word,7
2753,unavailable,word,5
2754,neurological,word,13
2755,psychological,word,11
2756,musculoskeletal,word,5
2757,smoking,word,11
2758,suppository,word,8
2759,vaginal,word,8
2760,insertion,word,25
2761,reinforce,word,6
2762,suicide,word,29
2763,murder,word,63
2764,weapon,word,13
2765,harold,word,5
2766,shipman,word,6
2767,inquiry,word,5
2768,storage,word,9
2769,prescribing,word,15
2770,homicide,word,22
2771,river,word,114
2772,firstpass,word,10
2773,dosedependent,word,8
2774,opiatenaive,word,5
2775,maximum,word,40
2776,shoot,word,32
2777,juice,word,6
2778,heated,word,5
2779,accessible,word,6
2780,collapse,word,15
2781,deep,word,9
2782,needle,word,59
2783,frequency,word,20
2784,burn,word,16
2785,glass,word,11
2786,aluminium,word,5
2787,flame,word,7
2788,underneath,word,6
2789,roll,word,118
2790,shorten,word,12
2791,tip,word,24
2792,wound,word,9
2793,insert,word,25
2794,vagina,word,5
2795,plunger,word,6
2796,rectum,word,5
2797,hard,word,14
2798,purity,word,12
2799,greatly,word,11
2800,intense,word,7
2801,explanation,word,6
2802,comparable,word,7
2803,feeling,word,7
2804,relaxation,word,6
2805,sleepiness,word,5
2806,heavy,word,55
2807,permanent,word,28
2808,neuronal,word,11
2809,hormonal,word,6
2810,behavior,word,45
2811,adapt,word,5
2812,abruptly,word,6
2813,discontinuation,word,10
2814,cessation,word,5
2815,sweat,word,13
2816,female,word,68
2817,insomnia,word,13
2818,cold,word,26
2819,eye,word,22
2820,involuntary,word,9
2821,spasm,word,5
2822,kick,word,9
2823,drugrelate,word,7
2824,aspiration,word,7
2825,quote,word,6
2826,median,word,26
2827,bloodbrain,word,9
2828,barrier,word,24
2829,anxiolytic,word,6
2830,gprotein,word,7
2831,couple,word,5
2832,indirectly,word,6
2833,neuron,word,31
2834,neurotransmitter,word,19
2835,oxymorphone,word,10
2836,intravenously,word,22
2837,histamine,word,8
2838,itch,word,6
2839,gaba,word,10
2840,dopamine,word,18
2841,peptide,word,15
2842,metenkephalin,word,7
2843,upregulation,word,8
2844,alteration,word,8
2845,morphineglucuronide,word,6
2846,pharmacology,word,34
2847,outlaw,word,7
2848,acetic,word,7
2849,anhydride,word,5
2850,commercial,word,46
2851,screening,word,19
2852,interpret,word,6
2853,hydrolysis,word,10
2854,step,word,17
2855,examine,word,6
2856,individually,word,5
2857,cultivate,word,6
2858,ago,word,11
2859,alkaloid,word,22
2860,send,word,24
2861,rabbit,word,7
2862,sensitive,word,20
2863,pupil,word,6
2864,considerable,word,5
2865,slight,word,8
2866,tendency,word,7
2867,actual,word,22
2868,invention,word,6
2869,independently,word,8
2870,dreser,word,6
2871,acetylate,word,5
2872,aspirin,word,21
2873,coin,word,8
2874,ancient,word,10
2875,trademark,word,15
2876,sideeffect,word,6
2877,nonaddictive,word,7
2878,check,word,12
2879,congress,word,42
2880,fill,word,14
2881,legislation,word,70
2882,defeat,word,17
2883,jazz,word,9
2884,musician,word,16
2885,prevalent,word,9
2886,holiday,word,14
2887,pepper,word,6
2888,ray,word,6
2889,charle,word,14
2890,rock,word,46
2891,singer,word,7
2892,kurt,word,6
2893,phil,word,7
2894,tour,word,12
2895,cope,word,5
2896,jame,word,20
2897,taylor,word,5
2898,john,word,40
2899,winter,word,51
2900,richard,word,34
2901,song,word,48
2902,horse,word,8
2903,hong,word,5
2904,kong,word,6
2905,imprisonment,word,25
2906,possession,word,29
2907,jail,word,9
2908,exclusively,word,8
2909,pulmonary,word,15
2910,contract,word,40
2911,prohibit,word,23
2912,poison,word,9
2913,amendment,word,12
2914,educational,word,9
2915,governor,word,107
2916,authorization,word,10
2917,guilty,word,8
2918,offense,word,23
2919,punishable,word,9
2920,mandatory,word,9
2921,sentence,word,59
2922,oregon,word,10
2923,strict,word,10
2924,convict,word,23
2925,offence,word,29
2926,ultimately,word,12
2927,isolation,word,8
2928,raw,word,10
2929,basic,word,19
2930,aqueous,word,13
2931,solid,word,6
2932,react,word,17
2933,purification,word,6
2934,grade,word,18
2935,sponsor,word,13
2936,afghan,word,88
2937,square,word,35
2938,mile,word,43
2939,land,word,115
2940,grow,word,56
2941,troop,word,11
2942,alltime,word,5
2943,hectare,word,10
2944,acre,word,24
2945,southeast,word,8
2946,golden,word,7
2947,triangle,word,7
2948,vietnam,word,18
2949,pakistan,word,68
2950,colombia,word,7
2951,criminal,word,65
2952,split,word,14
2953,royal,word,29
2954,mount,word,8
2955,destination,word,42
2956,transit,word,28
2957,iran,word,48
2958,asian,word,31
2959,malaysia,word,10
2960,singapore,word,48
2961,controversy,word,11
2962,hanging,word,6
2963,van,word,5
2964,part,word,55
2965,gang,word,13
2966,eventually,word,27
2967,french,word,56
2968,disrupt,word,9
2969,postwar,word,6
2970,italian,word,37
2971,sicily,word,5
2972,located,word,39
2973,historic,word,18
2974,westward,word,6
2975,victory,word,37
2976,settle,word,16
2977,near,word,47
2978,onethird,word,10
2979,heartland,word,6
2980,secondlarg,word,6
2981,violently,word,5
2982,fighting,word,7
2983,discovery,word,25
2984,airport,word,51
2985,explosive,word,10
2986,restrict,word,10
2987,crop,word,11
2988,pathogen,word,9
2989,atmosphere,word,6
2990,destroy,word,26
2991,starve,word,5
2992,district,word,97
2993,court,word,137
2994,sweden,word,20
2995,engineer,word,15
2996,yeast,word,10
2997,names,word,14
2998,addicts,word,9
2999,pain medication,word,5
3000,acute pain,word,9
3001,situations,word,6
3002,caesarean section,word,6
3003,participants,word,16
3004,maintained,word,14
3005,failed,word,17
3006,classes,word,5
3007,regulations,word,5
3008,opioid addiction,word,7
3009,treatments,word,5
3010,serious,word,14
3011,induced,word,13
3012,low doses,word,7
3013,burning,word,5
3014,duration of action,word,5
3015,dissolved,word,7
3016,inserted,word,13
3017,membranes,word,5
3018,no difference,word,9
3019,white matter,word,5
3020,physical dependence,word,10
3021,withdrawal symptoms,word,10
3022,females,word,7
3023,eyes,word,8
3024,kicking,word,6
3025,opioid antagonist,word,5
3026,intended,word,12
3027,decreases,word,17
3028,bloodbrain barrier,word,9
3029,opioid receptor,bigram,3
3030,opioid peptides,word,6
3031,activated,word,5
3032,analgesics,word,14
3033,values,word,6
3034,movements,word,9
3035,scientists,word,10
3036,advertising,word,5
3037,united states,word,21
3038,musicians,word,9
3039,touring,word,6
3040,songs,word,10
3041,life imprisonment,word,9
3042,opioid analgesics,word,6
3043,amendments,word,5
3044,illegal drugs,word,7
3045,convicted,word,17
3046,offences,word,12
3047,prescription opioids,word,5
3048,miles,word,13
3049,km,word,9
3050,removed,word,15
3051,afghans,word,10
3052,consumed,word,6
3053,arrested,word,9
3054,illegal trade,word,6
3055,civil war,word,10
3056,started,word,6
3057,settled,word,12
3058,prices,word,11
3059,attacked,word,7
3060,words,word,8
3061,pathogens,word,5
3062,ties,word,6
3063,claims,word,12
3064,codydramol,word,9
3065,denote,word,6
3066,dihydrocodeine,word,10
3067,moderate pain,bigram,2
3068,analgesic effects,word,11
3069,hydroxyprogesterone,word,17
3070,ohp,word,36
3071,progesterone,word,49
3072,progestogen,word,8
3073,steroid,word,27
3074,hormone,word,29
3075,biosynthesis,word,17
3076,androgen,word,18
3077,estrogen,word,38
3078,glucocorticoid,word,11
3079,albeit,word,6
3080,cortisol,word,23
3081,hydroxylase,word,8
3082,encode,word,9
3083,cypa,word,22
3084,fetal,word,18
3085,adrenal,word,9
3086,specifically,word,34
3087,corpus,word,9
3088,luteum,word,5
3089,ovulation,word,5
3090,buildup,word,8
3091,deficiency,word,41
3092,placenta,word,7
3093,assay,word,6
3094,liquid,word,18
3095,newborn,word,10
3096,birth,word,67
3097,pharmacokinetic,word,16
3098,caproate,word,5
3099,progestin,word,22
3100,chlormadinone,word,9
3101,cyproterone,word,19
3102,medroxyprogesterone,word,5
3103,steroids,word,8
3104,progesterone receptor,word,6
3105,measurements,word,5
3106,enzymes,word,14
3107,improves,word,5
3108,pharmacokinetics,word,9
3109,reviewed,word,7
3110,medroxyprogesterone acetate,word,5
3111,saridon,word,13
3112,propyphenazone,word,23
3113,phenacetin,word,8
3114,latin,word,15
3115,menstrual,word,5
3116,hand,word,33
3117,ward,word,10
3118,restore,word,11
3119,alertness,word,6
3120,cochrane,word,11
3121,uncommon,word,10
3122,rash,word,6
3123,thrombocytopenia,word,10
3124,barbiturate,word,20
3125,phenytoin,word,6
3126,carbamazepine,word,5
3127,rifampicin,word,125
3128,aminophenazone,word,10
3129,dehydrogenase,word,23
3130,hepatic,word,16
3131,porphyria,word,8
3132,bleed,word,18
3133,lactation,word,7
3134,transform,word,10
3135,nitrosamine,word,5
3136,indication,word,18
3137,enterprise,word,7
3138,philippine,word,7
3139,verify,word,5
3140,cochrane review,word,6
3141,adverse reactions,word,9
3142,barbiturates,word,7
3143,indications,word,5
3144,philippines,word,7
3145,tremor,word,11
3146,upper,word,15
3147,internally,word,5
3148,dystonia,word,5
3149,contraction,word,14
3150,antipsychotic,word,15
3151,tongue,word,7
3152,throat,word,7
3153,impair,word,20
3154,haloperidol,word,16
3155,amphetamine,word,7
3156,dramatic,word,16
3157,parkinson,word,6
3158,versus,word,20
3159,relevant,word,28
3160,foot,word,20
3161,presentation,word,9
3162,abnormal,word,11
3163,persistent,word,14
3164,biliary,word,7
3165,ineffective,word,15
3166,anticonvulsant,word,5
3167,hands,word,10
3168,antipsychotics,word,7
3169,parkinsons disease,word,6
3170,longterm treatment,word,5
3171,achr,word,15
3172,integral,word,6
3173,muscarinic,word,7
3174,biology,word,7
3175,belong,word,10
3176,distinct,word,24
3177,superfamily,word,8
3178,junction,word,7
3179,endplate,word,6
3180,autonomic,word,6
3181,ganglia,word,13
3182,medulla,word,9
3183,inhibition,word,35
3184,nonselective,word,5
3185,cation,word,7
3186,ligandgated,word,6
3187,subunit,word,18
3188,arrange,word,6
3189,barrel,word,5
3190,amino,word,17
3191,close,word,31
3192,pore,word,5
3193,terminus,word,5
3194,alpha,word,5
3195,rotation,word,10
3196,hydration,word,8
3197,residue,word,15
3198,edge,word,6
3199,synapse,word,11
3200,ionic,word,13
3201,cardiac,word,22
3202,glycine,word,14
3203,sequence,word,8
3204,evolve,word,8
3205,fact,word,24
3206,minor,word,21
3207,mutation,word,23
3208,evolution,word,12
3209,modulator,word,26
3210,blocking,word,19
3211,atropine,word,10
3212,cms,word,6
3213,defect,word,9
3214,abnormality,word,5
3215,chrne,word,6
3216,kinetic,word,6
3217,arg,word,5
3218,efficiency,word,7
3219,opening,word,7
3220,probability,word,8
3221,molecules,word,16
3222,neuromuscular junction,word,5
3223,ligandgated ion channels,word,5
3224,amino acids,word,7
3225,inhibiting,word,8
3226,mutations,word,16
3227,modulators,word,10
3228,encoding,word,6
3229,insurance,word,33
3230,deliver,word,13
3231,incentive,word,6
3232,necessity,word,8
3233,admission,word,18
3234,length,word,30
3235,growth,word,38
3236,managed,word,13
3237,enactment,word,6
3238,bad,word,17
3239,transformation,word,5
3240,father,word,7
3241,mainstream,word,18
3242,business,word,62
3243,forprofit,word,6
3244,hmo,word,22
3245,simply,word,21
3246,pocket,word,9
3247,essentially,word,11
3248,blue,word,40
3249,shield,word,9
3250,statewide,word,12
3251,nonprofit,word,7
3252,discount,word,5
3253,competitive,word,31
3254,profit,word,14
3255,poll,word,16
3256,consistent,word,8
3257,premium,word,6
3258,optional,word,5
3259,capita,word,18
3260,spending,word,11
3261,income,word,52
3262,percentage,word,44
3263,gdp,word,14
3264,association,word,83
3265,directory,word,7
3266,sixth,word,8
3267,elderly,word,13
3268,monthly,word,10
3269,indemnity,word,6
3270,utilize,word,10
3271,negotiate,word,6
3272,highprofile,word,9
3273,unitedhealthcare,word,6
3274,competitor,word,6
3275,utilization,word,14
3276,criterion,word,15
3277,suit,word,11
3278,litigation,word,7
3279,allege,word,8
3280,fraud,word,8
3281,aetna,word,7
3282,revenue,word,38
3283,oscar,word,9
3284,medicaid,word,6
3285,medicare,word,15
3286,fee,word,12
3287,sort,word,10
3288,concept,word,23
3289,fix,word,7
3290,facility,word,22
3291,certificate,word,5
3292,commissioner,word,13
3293,assign,word,16
3294,pcp,word,17
3295,specialty,word,8
3296,employee,word,17
3297,sanction,word,9
3298,language,word,60
3299,protect,word,41
3300,ground,word,17
3301,capitation,word,5
3302,exclusive,word,7
3303,feeforservice,word,5
3304,preferred,word,14
3305,earn,word,8
3306,usual,word,11
3307,payment,word,16
3308,copayment,word,6
3309,deductible,word,7
3310,coinsurance,word,5
3311,choice,word,25
3312,freedom,word,22
3313,customer,word,9
3314,caregiver,word,7
3315,ncqa,word,6
3316,accreditation,word,5
3317,hedis,word,6
3318,electronic,word,7
3319,manual,word,6
3320,entry,word,12
3321,picture,word,18
3322,introduction,word,14
3323,style,word,51
3324,managed care,word,8
3325,physicians,word,20
3326,services,word,9
3327,programs,word,18
3328,hospitals,word,7
3329,health plans,word,5
3330,insurers,word,8
3331,consumers,word,5
3332,contracts,word,5
3333,techniques,word,10
3334,companies,word,30
3335,providers,word,9
3336,benefits,word,20
3337,criteria,word,10
3338,combinations,word,5
3339,penalties,word,5
3340,written,word,12
3341,supplies,word,7
3342,managing,word,5
3343,lipoic,word,37
3344,ala,word,7
3345,supplement,word,26
3346,lipoate,word,6
3347,rla,word,26
3348,cofactor,word,11
3349,sulfur,word,9
3350,atom,word,80
3351,connect,word,42
3352,oxidize,word,12
3353,naturally,word,17
3354,sla,word,16
3355,rsla,word,8
3356,cleavage,word,6
3357,cycle,word,9
3358,hdac,word,7
3359,endogenously,word,6
3360,enzymatic,word,7
3361,covalently,word,8
3362,amide,word,7
3363,lysine,word,5
3364,lipoyl,word,9
3365,domain,word,17
3366,fatty,word,15
3367,carrier,word,13
3368,mitochondria,word,7
3369,hydrogen,word,27
3370,radical,word,10
3371,sam,word,16
3372,synthase,word,7
3373,degrade,word,12
3374,vitamin,word,6
3375,uptake,word,8
3376,nutrient,word,21
3377,methylamine,word,5
3378,respectively,word,30
3379,ferry,word,27
3380,catalyze,word,9
3381,acetaldehyde,word,15
3382,nomenclature,word,12
3383,serine,word,12
3384,spinach,word,6
3385,chemically,word,10
3386,supplementation,word,6
3387,cleave,word,9
3388,mitochondrial,word,13
3389,oxidation,word,24
3390,apparently,word,8
3391,capable,word,14
3392,racemic,word,10
3393,recognition,word,22
3394,advance,word,15
3395,enantiomer,word,18
3396,industrial,word,56
3397,italy,word,30
3398,nutritionally,word,5
3399,vivo,word,11
3400,date,word,25
3401,rival,word,9
3402,additionally,word,29
3403,scavenge,word,5
3404,conformation,word,11
3405,dhla,word,12
3406,iron,word,13
3407,challenge,word,32
3408,methylation,word,11
3409,cytosolic,word,9
3410,stereoselective,word,6
3411,reductase,word,5
3412,nutritional,word,6
3413,interfere,word,5
3414,glucose,word,19
3415,regular,word,30
3416,meal,word,10
3417,reliable,word,10
3418,mgday,word,76
3419,lipoic acid,word,32
3420,disulfide bond,bigram,2
3421,oxidized,word,10
3422,materials,word,7
3423,proteins,word,6
3424,cells,word,8
3425,nutrients,word,7
3426,domains,word,5
3427,foods,word,15
3428,enantiomers,word,6
3429,grew,word,6
3430,dietary supplements,word,6
3431,in vivo,word,11
3432,animal models,word,5
3433,findings,word,12
3434,prevents,word,6
3435,jersey,word,488
3436,midatlantic,word,7
3437,northeastern,word,11
3438,northeast,word,27
3439,megalopolis,word,5
3440,atlantic,word,36
3441,ocean,word,26
3442,delaware,word,51
3443,southwest,word,16
3444,bay,word,38
3445,census,word,79
3446,trenton,word,23
3447,populous,word,23
3448,newark,word,32
3449,county,word,198
3450,urban,word,37
3451,lenape,word,12
3452,dominant,word,12
3453,indigenous,word,32
3454,arrive,word,15
3455,colonist,word,13
3456,settlement,word,21
3457,colonys,word,21
3458,fertile,word,7
3459,religious,word,72
3460,colony,word,85
3461,revolution,word,21
3462,host,word,88
3463,command,word,25
3464,revolutionary,word,6
3465,immigrant,word,24
3466,influential,word,13
3467,nationally,word,14
3468,entertainment,word,43
3469,leadership,word,30
3470,jerseys,word,36
3471,economy,word,50
3472,tourism,word,25
3473,historical,word,18
3474,suburb,word,18
3475,consistently,word,9
3476,fourth,word,14
3477,appalachian,word,19
3478,mountain,word,58
3479,lake,word,70
3480,passaic,word,5
3481,meadow,word,6
3482,swamp,word,5
3483,native,word,53
3484,tribe,word,25
3485,presentday,word,6
3486,hunting,word,7
3487,hudson,word,31
3488,sound,word,11
3489,clan,word,6
3490,wolf,word,8
3491,encounter,word,14
3492,settler,word,9
3493,fur,word,14
3494,lay,word,7
3495,ownership,word,12
3496,ship,word,15
3497,bergen,word,15
3498,england,word,45
3499,fleet,word,6
3500,harbor,word,5
3501,fort,word,26
3502,annex,word,6
3503,loyal,word,7
3504,crown,word,12
3505,sanctuary,word,6
3506,king,word,20
3507,brother,word,10
3508,duke,word,5
3509,maryland,word,9
3510,friend,word,10
3511,sir,word,6
3512,george,word,28
3513,lord,word,6
3514,berkeley,word,8
3515,diversity,word,8
3516,migrant,word,15
3517,town,word,27
3518,rich,word,11
3519,vast,word,7
3520,estate,word,11
3521,quaker,word,6
3522,jamestown,word,7
3523,secondary,word,18
3524,wave,word,15
3525,migrate,word,10
3526,rural,word,22
3527,colonial,word,25
3528,era,word,31
3529,farming,word,12
3530,township,word,15
3531,port,word,58
3532,rule,word,104
3533,valley,word,53
3534,penn,word,10
3535,dominion,word,11
3536,edward,word,10
3537,hyde,word,6
3538,title,word,54
3539,judge,word,26
3540,morris,word,6
3541,revolt,word,5
3542,continental,word,28
3543,provincial,word,19
3544,legislature,word,40
3545,neutral,word,9
3546,francis,word,6
3547,hart,word,10
3548,clark,word,15
3549,night,word,26
3550,crossing,word,7
3551,surprise,word,6
3552,princeton,word,12
3553,emanuel,word,7
3554,painting,word,8
3555,henry,word,6
3556,clinton,word,7
3557,monmouth,word,8
3558,summer,word,42
3559,hall,word,15
3560,learn,word,17
3561,signing,word,6
3562,wealth,word,6
3563,husband,word,5
3564,side,word,12
3565,mock,word,6
3566,entitle,word,5
3567,voting,word,7
3568,male,word,53
3569,abolish,word,76
3570,slavery,word,30
3571,slave,word,24
3572,constitutional,word,7
3573,completion,word,15
3574,coal,word,5
3575,paterson,word,7
3576,boundary,word,6
3577,mercer,word,10
3578,provision,word,14
3579,overturn,word,7
3580,succeed,word,7
3581,kentucky,word,12
3582,lincoln,word,20
3583,douglas,word,8
3584,reside,word,5
3585,faction,word,14
3586,coalition,word,9
3587,smith,word,14
3588,soldier,word,27
3589,commodity,word,7
3590,thoma,word,9
3591,edison,word,15
3592,park,word,145
3593,orange,word,8
3594,christie,word,7
3595,electric,word,12
3596,lighting,word,5
3597,transportation,word,54
3598,mining,word,22
3599,pine,word,21
3600,hill,word,16
3601,tunnel,word,16
3602,manhattan,word,18
3603,movie,word,13
3604,camden,word,25
3605,unemployed,word,8
3606,crash,word,24
3607,beach,word,14
3608,sea,word,23
3609,naval,word,10
3610,construction,word,30
3611,aircraft,word,33
3612,fifth,word,7
3613,defense,word,25
3614,fourteen,word,7
3615,nike,word,6
3616,station,word,41
3617,motor,word,27
3618,boat,word,6
3619,kennedy,word,5
3620,bayonne,word,8
3621,cargo,word,18
3622,turnpike,word,7
3623,car,word,18
3624,metropolitan,word,44
3625,garden,word,15
3626,parkway,word,9
3627,highway,word,41
3628,coastal,word,16
3629,cape,word,12
3630,peninsula,word,11
3631,southeastern,word,14
3632,shore,word,29
3633,race,word,18
3634,riot,word,8
3635,assassination,word,7
3636,rail,word,37
3637,municipality,word,33
3638,citys,word,38
3639,broadly,word,6
3640,geographic,word,6
3641,commute,word,10
3642,residential,word,10
3643,cultural,word,45
3644,southwestern,word,7
3645,forest,word,35
3646,northwestern,word,21
3647,mountainous,word,12
3648,tree,word,11
3649,oak,word,11
3650,situate,word,5
3651,southern,word,68
3652,extensively,word,12
3653,density,word,17
3654,sussex,word,5
3655,elevation,word,12
3656,prominence,word,5
3657,tom,word,12
3658,visible,word,11
3659,zone,word,25
3660,humid,word,18
3661,northwest,word,37
3662,sunshine,word,6
3663,hot,word,20
3664,brief,word,7
3665,spring,word,25
3666,variation,word,15
3667,usda,word,7
3668,middlesex,word,13
3669,precipitation,word,15
3670,inch,word,10
3671,snowfall,word,15
3672,season,word,30
3673,hurricane,word,8
3674,tornado,word,6
3675,earthquake,word,6
3676,sandy,word,6
3677,wind,word,14
3678,warren,word,5
3679,metro,word,10
3680,classic,word,13
3681,jerseyan,word,6
3682,count,word,50
3683,historically,word,18
3684,robust,word,10
3685,recently,word,15
3686,brunswick,word,7
3687,conversely,word,12
3688,poverty,word,18
3689,proximity,word,16
3690,ethnically,word,8
3691,latino,word,15
3692,abroad,word,5
3693,racially,word,6
3694,proportion,word,24
3695,neighborhood,word,22
3696,racial,word,18
3697,minority,word,36
3698,nonhispanic,word,6
3699,indian,word,42
3700,pacific,word,37
3701,proportional,word,6
3702,absolute,word,32
3703,jewish,word,15
3704,muslim,word,46
3705,florida,word,12
3706,hispanics,word,5
3707,rican,word,5
3708,thirdlarg,word,12
3709,korean,word,25
3710,fourthlarg,word,5
3711,hemisphere,word,12
3712,foreignborn,word,8
3713,hub,word,23
3714,celebrate,word,11
3715,hindu,word,17
3716,print,word,7
3717,spanish,word,23
3718,punjabi,word,7
3719,sikh,word,11
3720,village,word,12
3721,cantonese,word,5
3722,tagalog,word,5
3723,lgbtq,word,12
3724,samesex,word,8
3725,marriage,word,16
3726,mary,word,6
3727,assignment,word,8
3728,mayor,word,27
3729,transgender,word,28
3730,pride,word,5
3731,murphy,word,6
3732,curriculum,word,5
3733,gender,word,11
3734,adherent,word,6
3735,religion,word,34
3736,islam,word,24
3737,heritage,word,7
3738,montgomery,word,6
3739,jews,word,10
3740,charter,word,17
3741,student,word,86
3742,instruction,word,15
3743,ranking,word,6
3744,consecutive,word,11
3745,rutger,word,11
3746,teacher,word,11
3747,read,word,5
3748,writing,word,8
3749,gross,word,9
3750,highestincome,word,6
3751,bracket,word,7
3752,suburban,word,6
3753,space,word,70
3754,exemption,word,9
3755,elizabeth,word,6
3756,employment,word,20
3757,taxis,word,24
3758,impose,word,20
3759,levy,word,7
3760,cap,word,7
3761,disparity,word,8
3762,investment,word,6
3763,productivity,word,5
3764,consumption,word,149
3765,processing,word,16
3766,electrical,word,10
3767,agricultural,word,10
3768,stock,word,5
3769,vegetable,word,5
3770,fruit,word,14
3771,seafood,word,8
3772,cranberry,word,7
3773,harvest,word,11
3774,firm,word,9
3775,labor,word,55
3776,pool,word,10
3777,thomas,word,8
3778,bulb,word,6
3779,renewable,word,6
3780,science,word,27
3781,fortune,word,6
3782,strategic,word,7
3783,busy,word,11
3784,marine,word,7
3785,belt,word,11
3786,distance,word,22
3787,tourist,word,11
3788,job,word,34
3789,sustain,word,8
3790,peripheral,word,17
3791,casino,word,11
3792,gambling,word,12
3793,legalize,word,7
3794,vegas,word,5
3795,boardwalk,word,13
3796,closure,word,10
3797,advent,word,8
3798,chris,word,14
3799,television,word,50
3800,conjunction,word,10
3801,studio,word,10
3802,motion,word,10
3803,lee,word,11
3804,broadcast,word,14
3805,instate,word,5
3806,suspend,word,9
3807,restoration,word,6
3808,expansion,word,24
3809,pbs,word,7
3810,affiliation,word,5
3811,viewer,word,6
3812,cable,word,13
3813,true,word,13
3814,waterfront,word,17
3815,newport,word,9
3816,skyscraper,word,7
3817,downtown,word,23
3818,emission,word,10
3819,electricity,word,9
3820,solar,word,5
3821,favorable,word,5
3822,passenger,word,29
3823,toll,word,7
3824,overlap,word,12
3825,interstate,word,13
3826,shoulder,word,11
3827,vehicle,word,18
3828,neighboring,word,9
3829,exception,word,20
3830,direction,word,14
3831,liberty,word,11
3832,queen,word,10
3833,airline,word,7
3834,tenant,word,6
3835,adjacent,word,12
3836,railroad,word,17
3837,amtrak,word,13
3838,corridor,word,6
3839,municipal,word,20
3840,cumberland,word,13
3841,aviation,word,5
3842,corporate,word,7
3843,bus,word,27
3844,consolidation,word,7
3845,commuter,word,6
3846,hoboken,word,8
3847,link,word,45
3848,longdistance,word,8
3849,railway,word,22
3850,parking,word,10
3851,operator,word,11
3852,statue,word,11
3853,monument,word,8
3854,landing,word,8
3855,cuisine,word,10
3856,museum,word,45
3857,fame,word,8
3858,birthplace,word,7
3859,radio,word,9
3860,warfare,word,10
3861,culture,word,71
3862,saturday,word,8
3863,academic,word,13
3864,reality,word,7
3865,music,word,127
3866,export,word,34
3867,image,word,9
3868,casual,word,6
3869,conversation,word,8
3870,sandwich,word,7
3871,texas,word,15
3872,thirdlargest,word,21
3873,apple,word,10
3874,restaurant,word,19
3875,campbell,word,8
3876,soccer,word,17
3877,football,word,28
3878,devil,word,5
3879,franchise,word,9
3880,rename,word,5
3881,arena,word,18
3882,meadowland,word,5
3883,tenure,word,8
3884,manager,word,14
3885,lou,word,6
3886,cup,word,13
3887,win,word,75
3888,dominate,word,15
3889,giant,word,7
3890,stadium,word,14
3891,venue,word,19
3892,super,word,5
3893,bull,word,8
3894,game,word,136
3895,tournament,word,10
3896,basketball,word,21
3897,nba,word,7
3898,racetrack,word,6
3899,racing,word,6
3900,collegiate,word,7
3901,allegiance,word,5
3902,predominantly,word,9
3903,ncaa,word,15
3904,pirate,word,5
3905,rivalry,word,7
3906,athletic,word,22
3907,intercollegiate,word,5
3908,campus,word,28
3909,baseball,word,15
3910,fan,word,27
3911,compete,word,27
3912,hardwood,word,8
3913,branch,word,21
3914,duck,word,5
3915,continuously,word,5
3916,ticket,word,6
3917,lieutenant,word,16
3918,louisiana,word,6
3919,mississippi,word,13
3920,virginia,word,421
3921,presidential,word,15
3922,advice,word,12
3923,consent,word,19
3924,sevenyear,word,5
3925,daytoday,word,6
3926,hear,word,16
3927,unusual,word,7
3928,jurisdiction,word,37
3929,appeal,word,20
3930,taxation,word,7
3931,retirement,word,13
3932,choose,word,15
3933,hire,word,7
3934,dissolution,word,8
3935,merge,word,5
3936,corzine,word,5
3937,alignment,word,5
3938,nonpartisan,word,7
3939,councilmanager,word,5
3940,substantially,word,5
3941,concurrent,word,16
3942,formulate,word,6
3943,officially,word,10
3944,liberal,word,28
3945,extraction,word,13
3946,abortion,word,84
3947,assault,word,19
3948,firearm,word,5
3949,felony,word,7
3950,marijuana,word,9
3951,democrats,word,23
3952,lean,word,6
3953,concurrently,word,5
3954,secondlargest,word,5
3955,iowa,word,5
3956,shopping,word,7
3957,dining,word,5
3958,dance,word,17
3959,northeast megalopolis,word,7
3960,york state,word,5
3961,delaware river,word,5
3962,residents,word,36
3963,colonists,word,12
3964,settlements,word,5
3965,colonies,word,14
3966,battles,word,5
3967,troops,word,8
3968,immigrants,word,20
3969,trends,word,5
3970,median household income,word,5
3971,households,word,7
3972,mountains,word,12
3973,rivers,word,6
3974,settlers,word,6
3975,lands,word,12
3976,parts,word,6
3977,north american,word,5
3978,charles,word,7
3979,friends,word,5
3980,york city,word,31
3981,governors,word,8
